iter	RMSE
665	2.047159134
666	2.045905379
667	2.04427747
668	2.04306177
669	2.041863689
670	2.040305544
671	2.039143694
672	2.037998602
673	2.036870006
674	2.035396425
675	2.034301816
676	2.033222902
677	2.03181195
678	2.030765403
679	2.029733791
680	2.028716886
681	2.027381833
682	2.026395304
683	2.025422773
684	2.024464026
685	2.023200424
686	2.022270193
687	2.021353086
688	2.020448904
689	2.019252581
690	2.018375175
691	2.01260499
692	2.011737655
693	2.010882476
694	2.009746945
695	2.004047597
696	2.0033282
697	2.002617476
698	1.996992083
699	1.996288382
700	1.992665754
701	1.991975627
702	1.988405161
703	1.987331714
704	1.986662759
705	1.983150106
706	1.982111207
707	1.981462804
708	1.978006749
709	1.97700127
710	1.976372814
711	1.972972175
712	1.969615519
713	1.967327138
714	1.964015773
715	1.961758564
716	1.958491817
717	1.956265346
718	1.953042557
719	1.950337674
720	1.94715357
721	1.94401053
722	1.940907971
723	1.93823154
724	1.935166047
725	1.932140014
726	1.929494683
727	1.92650472
728	1.923553223
729	1.920938686
730	1.918022294
731	1.915143406
732	1.912301494
733	1.909714641
734	1.906906391
735	1.901632117
736	1.899071649
737	1.896313244
738	1.891114635
739	1.88858042
740	1.883087695
741	1.880375891
742	1.875269559
743	1.872768616
744	1.87010502
745	1.867636313
746	1.8625972
747	1.859981061
748	1.857538024
749	1.85216707
750	1.847483408
751	1.844911746
752	1.842502077
753	1.837616085
754	1.835090358
755	1.830229442
756	1.825443074
757	1.82309152
758	1.818549486
759	1.813859384
760	1.811551867
761	1.809073123
762	1.804600154
763	1.800005566
764	1.797739101
765	1.79273632
766	1.790301175
767	1.785913163
768	1.783678548
769	1.78128706
770	1.776693346
771	1.77226336
772	1.770068255
773	1.767720823
774	1.763459044
775	1.759119046
776	1.756963603
777	1.754659463
778	1.751685589
779	1.747421105
780	1.745305225
781	1.740839666
782	1.737878506
783	1.733151976
784	1.73088082
785	1.727938308
786	1.723800838
787	1.721703408
788	1.718780679
789	1.716542841
790	1.713646382
791	1.709293218
792	1.705159178
793	1.701088122
794	1.699035154
795	1.69614447
796	1.693941049
797	1.691076272
798	1.687068872
799	1.685050292
800	1.681011541
801	1.678159478
802	1.674225279
803	1.672241957
804	1.670070467
805	1.66723403
806	1.663242649
807	1.658780655
808	1.655959126
809	1.653819281
810	1.649635122
811	1.64523781
812	1.642427017
813	1.640462669
814	1.638355961
815	1.635566914
816	1.631699144
817	1.62736457
818	1.624590305
819	1.620519684
820	1.616249221
821	1.613489274
822	1.611545554
823	1.609474973
824	1.60673636
825	1.602725777
826	1.598515273
827	1.595790837
828	1.593868707
829	1.591826728
830	1.589123373
831	1.58541695
832	1.581266076
833	1.579257311
834	1.576564975
835	1.572674894
836	1.570003578
837	1.568094811
838	1.564001974
839	1.562020926
840	1.559363383
841	1.555530704
842	1.55289394
843	1.548852598
844	1.546970931
845	1.545017233
846	1.542394098
847	1.538853691
848	1.534875948
849	1.532267054
850	1.528538113
851	1.524618321
852	1.522023225
853	1.520161938
854	1.518241865
855	1.515666859
856	1.511992974
857	1.508127487
858	1.505566147
859	1.503725997
860	1.501832539
861	1.499291051
862	1.495898138
863	1.492086692
864	1.490224015
865	1.487693303
866	1.484284245
867	1.480926816
868	1.478678514
869	1.475115857
870	1.471388618
871	1.468856034
872	1.466565261
873	1.462947495
874	1.461108379
875	1.45858826
876	1.45530874
877	1.452808762
878	1.449174135
879	1.446936883
880	1.445123357
881	1.442635557
882	1.439168055
883	1.438687774
884	1.435120068
885	1.432998962
886	1.430519743
887	1.428345151
888	1.426557232
889	1.424096347
890	1.420892999
891	1.417402121
892	1.416934326
893	1.414872599
894	1.411476443
895	1.409717654
896	1.407256517
897	1.403880494
898	1.401438702
899	1.399333101
900	1.397599045
901	1.395175351
902	1.392060602
903	1.388678301
904	1.386609217
905	1.38328958
906	1.380869374
907	1.380412033
908	1.379961473
909	1.37670355
910	1.374996015
911	1.371712716
912	1.36930053
913	1.367283343
914	1.364892203
915	1.363208623
916	1.360184688
917	1.356951936
918	1.356508525
919	1.354594746
920	1.351985441
921	1.3488099
922	1.346931953
923	1.345012203
924	1.34335388
925	1.340760086
926	1.339120737
927	1.337282307
928	1.334072223
929	1.331493723
930	1.328415714
931	1.325858937
932	1.324047579
933	1.322430391
934	1.319895525
935	1.316844956
936	1.315066095
937	1.311895042
938	1.308914472
939	1.306386402
940	1.305968101
941	1.305555975
942	1.303809729
943	1.301786978
944	1.299283134
945	1.297552016
946	1.295548173
947	1.293835897
948	1.291853101
949	1.289363972
950	1.287666433
951	1.284763588
952	1.282799776
953	1.280325031
954	1.278656432
955	1.276710604
956	1.274256499
957	1.272602242
958	1.270244836
959	1.267377138
960	1.265677311
961	1.264055187
962	1.26124435
963	1.258914794
964	1.256140975
965	1.253693712
966	1.251390445
967	1.248626067
968	1.248238103
969	1.247855838
970	1.247479178
971	1.245805503
972	1.243078736
973	1.241526797
974	1.239994486
975	1.237716703
976	1.235043033
977	1.232607694
978	1.229964307
979	1.226959772
980	1.225299388
981	1.224349589
982	1.222098894
983	1.219476859
984	1.216507064
985	1.213916982
986	1.21173947
987	1.20880327
988	1.207322335
989	1.204745572
990	1.201834083
991	1.200379692
992	1.199437182
993	1.196553063
994	1.195114421
995	1.19260113
996	1.19166824
997	1.18880765
998	1.187396604
999	1.184566977
